206009940	Android 3.2.6
206010337	Android 4.2JellyBean
206177996	Linux - CentOS 1.0.9-0
206320709	Android 100.6.3
206346811	Android DUCLUONG89MK
206907778	Android 5.10.9
207248893	Windows Phone 8.10.15116
207316204	iOS 4.1.1
207898621	Android 5Linu
208249772	Android Kiki
208959447	Android Bakwan
209075201	Android 2.7.1
209077856	Android 1.7.4-R-20150303
209513912	Linux 10.2011.25
212202450	Android 0.1.0-R-2015
213758417	Android 25
213977169	Android pokoknya
214576710	Android 9.999.99
214735768	Android NoName
215061557	Mobile iOS 9.1.0
215124271	Android 1.10
216188557	Android 6.9.6
216281745	Windows 8.1 NT 6.3.0
216330263	Android 1.6.0-R-20140120
216353455	Android noobnl
217130714	Android 1.0.19
217560208	Android 5.
217760184	Linux - Red Hat 3.0.15-3
217993462	Windows 8.1 NT 6.2
218069290	Android 105.22.9
218200684	OS X 10.4.5
218209538	Android 1772737376251516.1
218266137	Android 6.0
219160778	Android JB_4.1.1
219382943	Android Silvia
219716406	Android M2_
220740348	Android 1.6-update216ACADEV
220898985	Android 501XX
221303455	Android 2.1.1-R-20150703
221473334	Android 5.ild
221844860	Android 0.1.9
222223664	Windows 2000 NT 5.01
222253485	Windows 10 NT 5.1
222781359	Android NGARES
225156344	Android REL
225164803	iOS 8.3.5
226339842	Android 7.0_nougat
226730705	RIM 6.16.22
227625920	Android 2.3.7_AnZhi_Always
227819863	Android 9.8.8
228069678	Android 56.8.9
228093314	Mobile iOS 4.3.5
228551191	Android 10.12.17
228854813	RIM 2.7.0
229983118	Linux - openSUSE 3.6.24-0
230310877	Mobile OS X 7.0.5
231428113	Mobile OS X 6.1.4
231530316	Android 2.3.6_TheTrooperRom_v2
231636971	Android 1.2.8
231944003	Android 2.1.
232583321	Android 10.4.3
232821539	Linux - openSUSE 3.0.15-0
232826673	Android 1000.4.2
232952504	Android 1.7.4-R-20140821
233064149	Android ubuntu
233662676	Android 24s
233940825	Android 2.2-update1
234837779	Android personaldiy
234990316	Windows 10 NT 10.0.14271
235138208	Android memek
235434086	Android 7780917
235713392	Android 3.6.0
237042365	Android RCMix_v2.2_WWE
238290058	Android 03.02.14
238415821	Android 4.4.26
239053066	Android 5.0.2G
239192370	Android 182
239819821	Android Dikey
239848286	Android 16.12
239962395	Android 097.492.8354
240589911	Android Megafon
240675333	Android Tide
241412601	Linux - CentOS 3.0.18-1
242185815	Android 2.6.9
242224716	Android 1.4
242545291	Android 3.4.2
243467512	Windows 10 NT 10.0.14366
244959548	OS X 10.10
245386773	Android 96.96.
245505268	Android 0.1.0-R-20150802
246009903	Android 199.01
246555132	Android -
246718043	Android 11.2
246937940	Android 6000.0
247062334	Android 4.04.4
247372763	Rex DMSS6050/3.2
247563659	Android 10.10.77
248106064	Android Android_Gingerbread_2.3.6
248276076	Android 4.3es-us
248312057	Android 5.0.21
249359175	Android 2.2.1-R-20160125
249391565	Android Ann
249548877	Linux - Fedora 3.0-0.60
249596411	Android 199.0.1
249614051	Linux - Fedora 2.0.6-1
250066976	Android 21.69
250744652	Android MIUI-V4
251015258	Android 143
251719765	Android 676555
251723975	Android 2.3.7_AnZhi
252141242	OS X 11.13.12
252406515	Windows 10 NT 10.0.14356
252837699	Android 5229.0
253547804	Android 4300
253798586	iOS 5.01
253963588	Android 5.0-DWL
256789353	Android JBean
257088092	Android kitkatkitkat2.3.7
258619091	Android 2.3.4-cos
259120023	Android GT-I8910
259778930	Android A
261612727	Android guess
261680002	Android -P
261961100	Android 9.5
262366421	Mobile OS X 10.3.4
262409674	Android 18.17.0
262850070	Android 11.0.3
262870768	Android 6.2.5
263399435	Android 444.0
263536154	Linux - Red Hat 3.1.7-3
264111880	Android 2.0.0-R-20160708
264557144	Android 2484484383.4
266253489	Linux - openSUSE 3.5.5-1
266618244	Android 2011113022
267333716	Linux - openSUSE 3.0.4-2
267634889	Android WP4.8
269660696	Android 1.6.5
270738033	Android 8980998088
271308676	Linux - Fedora 4.2.1-4
271811197	Android 100.200
271974281	Android krystynn
272080752	Android 4.13
272589534	iOS 9.1.3
272800958	Android 23.12.91
273572351	RIM 7.1.516
273723886	Android 800.5
274197186	Android 4.2.2JELLY
275524920	Android 2.3.6-V1
275929351	Android erika
276176789	Android 6.2.7
276576012	Mobile OS X 10.8.9
277024108	Linux - Fedora 1.0.3-4
277282313	Linux - openSUSE 3.0.10-3
277696652	Android Demandroid
277823194	Android LG
278313788	Android BHARGAV
278629762	Rex QSC6075
278994556	Android 8.0.0
279839757	webOS 2.2.0
280412351	Linux - Fedora 4.6.2-1
280612916	Android 192.168.43
280715912	OS X 10
281156532	Android 9.2.99
281441815	Android V2.2-1.6
282009156	Android 5.0.4
282790755	Android 19.80
283011094	Linux - Fedora 4.8.5-1
283200876	RIM 6.0.0
283385313	Windows Phone 10.0.14327
283500269	Linux - openSUSE 2.9.95-25
283704908	Android 10.5.6
283765050	Android 30.8.13
283823972	Other SUAPI_C_2.0.14_R
284885490	Linux - CentOS 3.6.17-1
285579133	Android 089667777731
286346000	Mobile OS X 9.0
286517604	Android 9.4.8
286558617	Android 14.4
287232215	Android Owen
287820072	Android 4.4.4RvBCustomed
288869926	Android FuckHerRightInThePussy
289008979	Android Lolipop
289485118	Symbian 3.2
289752987	Android 6.2.9
290054694	RIM 5.0.0
291045189	Android 601.0
291120911	Android 15.1
291877414	Android 50.L
292189383	Android KInG.
292953022	Android 4.1.2a
292984031	RIM 6.61.351
293877809	Android 1.7.4-R-20150210
294061808	Android MXZ-MI
294243536	Android Navi
294291402	OS X 1094
294562208	Android BB10
294942039	Android 16081999
295252054	Android 02.07.1998
295430033	Android 4.3.1ro
295752622	Android 57699763466.78643285347853.9753853378974
296072958	Android 2.9.0
296086286	Android 19.03.99
296980699	Mobile OS X 10.10.6
297016239	Android Ve2.3.4
297082399	Android 76.2.5
297717166	Android 98.8.2
297933702	Android SANTOS
297967898	Android 09.11.94
298768323	Android 5.4.3
299008884	Windows XP NT 5.2
299529073	Android v1.02.06-2010
299613530	Android SlimFresh
301467556	Android 5.22.5
301517869	Android SUHRUD
302009234	Android 5.1.18047
302508612	iOS 8.1.4
302651391	Android 2020
302709998	Android 16.3.1998
303954699	RIM 2.0
304353824	Android 5.0.r
304532824	Android I.A.M
305585093	Android 7.9.00
306912733	Android 4.444.4
307328802	Android 5.0-ms-hack
307407803	Linux - Fedora 23
307966900	Android 1.6.0-R-20140726
308870385	Symbian 2.6
308965189	Android 5.0.0_Lolicon
309399713	webOS 2.1.1
309616904	Android 5.1_2
310008199	Android 9.2.8
310752228	Android 28-MARET-2015
310849447	Android Version
310951734	Android 5.0.19
310997339	Android 7.8.9
311950325	Android K.K.
312038022	Linux - Red Hat 3.5.3-3
312116659	Android SANTOSH
312583233	Android 2.6.3
313166556	Android 7.8.1
313757076	Android 2.5.1
313812060	Mobile OS X 10.5.5
314261863	Linux - openSUSE 3.6.15-3
314287487	Android v1.02.09-2010
315287886	Android 330
315447138	Mobile iOS 6.0.2
316270818	Android 4.4.KOT49H
317060367	Android 5.0.ebollz_JR
317646398	Android 9060911.0
317689869	Android 7.0
317811861	Android _on_AD1000A
318171266	Android 90.9000.90
318420181	OS X 9.10.9
318778252	Android _Sensation_World
318887946	iOS 8.5.1
319090462	Android 999999.999999
319092093	OS X 1081
319149441	Android 4m4t
319204646	iOS 704
319511697	Android 18.09.96
319701498	Android v1.02_15.14-MC_US
320071121	Windows Phone 10.0.13044
320166107	Android 6.3.12
320347812	Android 176
320406581	Other 4.03
320574056	Android 6.0.04
320938474	Android 089663655878
321638159	Android 20131112
322421541	Nucleus V1.11.19
322655114	Android 11.10.9
323161176	Windows Mobile 5.6
323711743	Android 12.08.1997
323806779	Android GingerWBW-ROM
324033533	Android Hawkins
324138092	Android 3.0
325339419	RIM 1.428.341
325552979	Android 99999999.0
325805041	Android 4.4.2_port_mehanik6
326545256	Linux - Fedora 3.5-1.fc11
326749175	Android 75.0
326864075	Android cm10.2
327529938	Android _402
327925836	Android 10.8.8
328042607	Android Hafid.Ainnesari
328422472	Linux - Fedora 3.5.12-1
329542727	iOS 9.00
329556740	Android 9999.999.99
329621349	iOS 7.3.3
329854109	Windows RT NT 6.0
330056232	Android AS7
330283008	Android 2.0.0-R-20130418
330857169	Windows 10 NT 10.0.14378
331299149	Android 9.9.7
331313710	Android 4.1.2Mod_Foro_Auddy
331953017	Android 2.2.6
333174245	Android 5.2.2lolipop
333968305	Android 2.9.2
334281364	Android 12.98
334700655	RIM 8.25.102
335517273	Android 10.01.2001
335720752	Windows 10 NT 10.0.10568
335923066	Android 4.4W
336760727	Android 45.20.20
336819773	Linux - openSUSE 11.4
337706141	Android 50.5.3
338440998	RIM 10.3.1
339047583	OS X 13.1.6
339811027	Android 6.8.1
339836420	Android WP
339868410	Android Android3.2.1
340125942	Android 6.7.1
340809505	Android 1.juta.triliun
340935960	Android 1.6.1-R-20140417
341241016	Android vizz
342812045	Android 4.2.2_super-x_010
343165860	Android 2.0.9
343358424	Android 5000.000
343645934	Android 4.4.2-ASLAM
343699294	Android 5.1.5
343909095	RIM 6.11.40
343963574	Mobile iOS 6.0
344052933	Android PhenNnom
344171984	Linux - Fedora 4.9.1-4
344468061	Android 4.3-SC-01F_HoneyBear_V1.0
344696648	Android 99.9.0
344748130	Android Unrelease
345412635	Linux - Mint 13
345947868	Linux - openSUSE 15.0.854
346275621	Android ios.8
346657206	Android 6.0_se_cagaan
346786157	Android 2.3.7-Biefge
347156932	Symbian 9.5
348334181	Android 4.1.1ro
348394055	Android 1100663981.0
348694217	Linux 2.4.18
348947079	Android f
350186513	Android MUJAHID
350412670	Android 7.99.9
351082211	Android 502.0
351859883	Linux - Fedora 1.0.8-0
352007155	iOS 5.2.2
352243650	Android 08.03.14
352880503	Linux - Fedora 4.5.5-2
352920951	Android 10.3.9
353921736	Android 444
354409659	Android SpeedmyTab
354534737	Windows 7 NT 6.1.5
354546399	Android 9.o
354601039	Android m24.1.
354767855	Android 7.07
355498009	Android 666.69
355902439	Android 4.2.1Minideshiwooui
355940714	Android 3.00
356471358	Linux - Fedora 3.6.18-1
356947240	Android Yupi
357135498	Android 7.5.Walang-Forever
359880748	Android INDESTRUCTIBLE
359919643	Android 17.0.7
360662869	Android 145.32.98
361823648	iOS 4.8.3
362464362	Android ro.cm.version
362469370	Android ILoveMikasaAckerman
362482390	Android Y.2.K
362584518	Android yarrak
363078448	Android Abu
363504984	Android 22.12.96
363537930	Android 4.L
363546120	Android 10101.0
363720251	Android 50.76.83
364820394	Android 5.1_r2
364973108	Linux - CentOS 3.0.11-3
365013103	Android 8.5.2
365406784	Android 50.2.3
366232288	Android Android_4.04
366558789	Android 9.8.
367082291	Android c..j
367409972	Android kmh
367969515	Android 100.9.1
368103954	Android BAW
368271556	Android ERIC
368800087	Android 1244567.0
369043539	iOS 12.056
369468655	Android 5.51
369738462	Android 4.Fuck.You
370230129	Linux - Fedora 1.1.18-1
370276706	Android 2.1-styleflying-ver1.11
370729027	Android Jelly_Bean_4.1_Playgadgets
371686395	Mobile OS X 10.2.8
373121844	iOS 4.2.5
374161152	Android Gold
374233963	Android RTF
374262546	Android 6.6.8
374603347	Android v1.02_14.13-PT-2011
375444102	Android 90.96.765
375607553	Android nazim
376273459	Android pareshpatellimbani
377064677	Android 2.2.1
377363916	Mobile iOS 8.1.0
377813222	Android 10.9.2
379590854	OS X 20.11.1
381031362	Android FLY-UI
381150824	Linux - openSUSE 3.0.10-2
381473108	Android 9.10.5
381504510	Android 1.7.6
382434400	Android JellyCrott
382490517	Android 1.0.0-R-20131126
382851453	Android 6.0.3
382920927	Android 2.3.7ro
383435232	Android HTC..
383534462	Android 0.1.0
384478948	Android 159.0
384691328	Android 222.222.223
384869181	Android 856674.433554
386034306	Linux - openSUSE 20151213
386161682	Android -for-Rockchip-2818
387514290	Windows Phone 7.8
387530811	Android 5.1.2lollipop
388082768	Android 2106207615.0
388222326	Android 2.3.638
388327029	Android 1.7.4-R-20150311
388396787	Android 100.8.5
388407861	Android 99.9
389540057	Android 999.9.9
389618879	Linux - CentOS 3.6.23-2
389722752	Android Animus
390312261	Android 12345.22
390421942	Android DesaOS
390474891	Android 4.2H
390486423	Android 6.12.7
391676129	Android RIKO
391784883	Android 12.2.3
392325572	Android 50.40.20
392384851	Windows Phone 10.0.13111
393084273	Android Aa
393318112	Android 4.s
393602819	Android 4.0.3-2
394003876	Android 4.2482
394589071	iOS 9.0.7
394702590	Mobile iOS 8.0
394911321	Android 4.1.2-ver2
395188443	Android 90.8.9
396105497	Android 11.9.9
396784409	Android 10.0.2
396817650	Android Mediatek
396860111	Android 5.1.1_r10
396947038	Android 7.12.0
396948409	Android jb12
397299906	Android 5000.200.1000
397466984	Android 1.8.0-R-20150120
398105642	Android Fernanda
398113890	Linux - openSUSE 30.0.1599
398499534	Mobile OS X 10.17.3
398974985	Android 19.1
402642009	Android 69.96
402710724	Android 5.0.1_lolipop
402765028	Android 9478.8765.4567
402770885	Android 100.31.52
402850676	Windows 7 7
